date,code,open,high,low,close,volume,amount,turn,pctChg
2025-12-02,sz.002642,9.0900000000,9.3500000000,9.0000000000,9.1400000000,27693105,254190878.5500,4.185900,0.109500
2025-12-03,sz.002642,9.1000000000,9.1000000000,8.6900000000,8.7000000000,39383424,347409243.5800,5.952900,-4.814000
2025-12-04,sz.002642,8.6600000000,8.7400000000,8.5000000000,8.6000000000,21456900,184157553.0000,3.243300,-1.149400
2025-12-05,sz.002642,8.5900000000,8.6400000000,8.3700000000,8.6200000000,19967204,169858037.1000,3.018100,0.232600
2025-12-08,sz.002642,8.6100000000,8.7000000000,8.5600000000,8.6800000000,14424755,124918518.2800,2.180300,0.696100
2025-12-09,sz.002642,8.6500000000,8.6800000000,8.4500000000,8.4600000000,15630300,133742827.0000,2.362600,-2.534600
2025-12-10,sz.002642,8.4300000000,8.4400000000,8.3200000000,8.4100000000,15260300,127964351.0000,2.306600,-0.591000
2025-12-11,sz.002642,8.3700000000,8.4100000000,8.1800000000,8.1800000000,18098200,149550678.0000,2.735600,-2.734800
2025-12-12,sz.002642,8.1700000000,8.3000000000,8.1600000000,8.2300000000,10553600,86917922.0000,1.595200,0.611200
2025-12-15,sz.002642,8.1800000000,8.2400000000,8.0900000000,8.1100000000,12342100,100532542.0000,1.865500,-1.458100
2025-12-16,sz.002642,8.0800000000,8.1000000000,7.9000000000,7.9100000000,16324000,129875992.0000,2.467400,-2.466100
2025-12-17,sz.002642,7.9200000000,8.0300000000,7.7700000000,8.0200000000,17674300,139622351.0000,2.671500,1.390600
2025-12-18,sz.002642,8.0200000000,8.0900000000,7.9500000000,8.0200000000,10860998,87359269.0400,1.641700,0.000000
2025-12-19,sz.002642,7.9800000000,8.1200000000,7.9800000000,8.0800000000,11548150,93345199.5000,1.745500,0.748100
2025-12-22,sz.002642,8.0300000000,8.1700000000,8.0300000000,8.1100000000,9950750,80864958.5000,1.504100,0.371300
2025-12-23,sz.002642,8.1100000000,8.1400000000,7.9600000000,7.9900000000,11420400,91689072.3600,1.726200,-1.479700
2025-12-24,sz.002642,7.9600000000,8.1400000000,7.9500000000,8.1200000000,10410350,84333938.5000,1.573600,1.627000
2025-12-25,sz.002642,8.1400000000,8.2200000000,8.1100000000,8.2100000000,10943700,89608192.0000,1.654200,1.108400
2025-12-26,sz.002642,8.2100000000,8.2800000000,8.1400000000,8.1800000000,11747900,96465666.0000,1.775700,-0.365400
2025-12-29,sz.002642,8.1600000000,8.2300000000,8.1300000000,8.1800000000,10401250,85114084.5000,1.572200,0.000000
2025-12-30,sz.002642,8.1500000000,8.2300000000,8.1100000000,8.1100000000,12205000,99737093.0000,1.844800,-0.855700
2025-12-31,sz.002642,8.1600000000,8.3000000000,8.1000000000,8.2700000000,15701450,129014824.5000,2.373300,1.972900
2026-01-05,sz.002642,8.2600000000,8.4200000000,8.2500000000,8.3700000000,16478420,137375267.4000,2.490800,1.209200
2026-01-06,sz.002642,8.3700000000,8.4500000000,8.3400000000,8.4400000000,19169600,161010751.0000,2.897500,0.836300
2026-01-07,sz.002642,8.4200000000,8.4700000000,8.3100000000,8.3300000000,17559900,147031475.0000,2.654200,-1.303300
2026-01-08,sz.002642,8.2900000000,8.5300000000,8.2800000000,8.5100000000,22834450,193242264.0000,3.451500,2.160900
2026-01-09,sz.002642,8.4800000000,8.6500000000,8.4600000000,8.6500000000,23215300,199286255.0000,3.509100,1.645100
2026-01-12,sz.002642,8.7000000000,9.0000000000,8.6900000000,9.0000000000,41114333,365636276.6200,6.214600,4.046200
2026-01-13,sz.002642,9.1000000000,9.1100000000,8.7500000000,8.7600000000,39936450,354696163.0000,6.036500,-2.666700
2026-01-14,sz.002642,8.8400000000,9.0700000000,8.7600000000,8.9600000000,47161516,421651310.2800,7.128600,2.283100
2026-01-15,sz.002642,9.0000000000,9.1900000000,8.8200000000,8.8700000000,38490890,345523536.1000,5.818000,-1.004500
2026-01-16,sz.002642,8.8400000000,8.8800000000,8.6000000000,8.7500000000,30876452,269639783.5000,4.667100,-1.352900
2026-01-19,sz.002642,8.7500000000,8.7800000000,8.6300000000,8.6700000000,20654650,179618100.0000,3.122000,-0.914300
2026-01-20,sz.002642,8.6900000000,8.7500000000,8.5100000000,8.5900000000,17716860,152606096.7000,2.678000,-0.922700
2026-01-21,sz.002642,8.5300000000,8.6700000000,8.5100000000,8.5800000000,12484610,107413219.8000,1.887100,-0.116400
2026-01-22,sz.002642,8.6400000000,8.7300000000,8.5800000000,8.7300000000,15825700,137297765.0000,2.392100,1.748300
2026-01-23,sz.002642,8.7500000000,8.8500000000,8.7100000000,8.8200000000,20195850,177237136.0000,3.052700,1.030900
2026-01-26,sz.002642,8.8000000000,8.8000000000,8.4900000000,8.6400000000,23649860,203941401.6000,3.574800,-2.040800
2026-01-27,sz.002642,8.6000000000,8.6800000000,8.4000000000,8.5600000000,15481504,131757307.2800,2.340100,-0.925900
2026-01-28,sz.002642,8.5600000000,8.7500000000,8.5200000000,8.6400000000,16457350,142262701.0000,2.487600,0.934600
2026-01-29,sz.002642,8.6000000000,8.8000000000,8.4000000000,8.6200000000,25127050,217794358.5000,3.798000,-0.231500
2026-01-30,sz.002642,8.5500000000,8.7300000000,8.4800000000,8.4900000000,16280650,139474204.5000,2.460900,-1.508100
2026-02-02,sz.002642,8.4700000000,8.6000000000,8.3800000000,8.3900000000,17985500,152980289.5000,2.718600,-1.177900
2026-02-03,sz.002642,8.4800000000,8.5400000000,8.4000000000,8.5400000000,11288900,95811865.0000,1.706400,1.787800
2026-02-04,sz.002642,8.4700000000,8.4800000000,8.2600000000,8.3500000000,19287900,161122644.0000,2.915400,-2.224800
2026-02-05,sz.002642,8.3200000000,8.4300000000,8.2900000000,8.3400000000,12122400,101425176.0000,1.832300,-0.119800
2026-02-06,sz.002642,8.3000000000,8.4200000000,8.2000000000,8.3100000000,11458865,95403087.7500,1.732000,-0.359700
2026-02-09,sz.002642,8.4300000000,8.5900000000,8.4200000000,8.5900000000,18065402,154108817.1400,2.730600,3.369400
2026-02-10,sz.002642,8.6400000000,8.7600000000,8.5900000000,8.7100000000,18028155,156848139.8900,2.725000,1.397000
2026-02-11,sz.002642,8.6400000000,8.7800000000,8.6200000000,8.6300000000,11948550,103828524.0000,1.806100,-0.918500
2026-02-12,sz.002642,8.6700000000,8.7800000000,8.6500000000,8.6800000000,14017450,122153770.0000,2.118800,0.579400
2026-02-13,sz.002642,8.6500000000,8.7700000000,8.5900000000,8.5900000000,11847000,102608229.0000,1.790700,-1.036900
2026-02-24,sz.002642,8.6800000000,8.6800000000,8.4700000000,8.5000000000,14169600,120648584.5000,2.141800,-1.047700
2026-02-25,sz.002642,8.4900000000,8.5800000000,8.4600000000,8.4700000000,11802500,100492058.0000,1.784000,-0.352900
2026-02-26,sz.002642,8.5100000000,8.5800000000,8.4600000000,8.5000000000,11878998,101160139.5400,1.795500,0.354200
2026-02-27,sz.002642,8.4700000000,8.7800000000,8.4600000000,8.7500000000,27580400,239532301.5000,4.168900,2.941200
2026-03-02,sz.002642,8.5100000000,8.5900000000,8.2300000000,8.2400000000,34209700,285387144.0000,5.170900,-5.828600
2026-03-03,sz.002642,8.2400000000,8.2900000000,7.9600000000,7.9900000000,20451353,166238735.5300,3.091300,-3.034000
2026-03-04,sz.002642,7.9100000000,8.0400000000,7.8500000000,7.9600000000,12650340,100506605.2300,1.912100,-0.375500
2026-03-05,sz.002642,8.0700000000,8.1800000000,8.0700000000,8.1200000000,12582509,102206034.9100,1.901900,2.010100
2026-03-06,sz.002642,8.1100000000,8.2700000000,8.0700000000,8.2700000000,12296700,101018396.0000,1.858700,1.847300
2026-03-09,sz.002642,8.1900000000,8.4900000000,8.1200000000,8.4800000000,20255501,168395641.1500,3.061700,2.539300
2026-03-10,sz.002642,8.5000000000,8.6700000000,8.4900000000,8.5600000000,17900950,153347852.0000,2.705800,0.943400
2026-03-11,sz.002642,8.5600000000,8.6100000000,8.4700000000,8.5000000000,12789000,108948907.0000,1.933100,-0.700900
